,warehouse,date,holiday,shops_closed,winter_school_holidays,school_holidays,id,orders,year,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_num_week_0,day_num_week_1,day_num_week_2,day_num_week_3,day_num_week_4,day_num_week_5,day_num_week_6,holiday_name_1848 Revolution Memorial Day (Extra holiday),holiday_name_2nd Christmas Day,holiday_name_All Saints' Day Holiday,holiday_name_Christmas Eve,holiday_name_Cyrila a Metodej,holiday_name_Day of National Unity,holiday_name_Den boje za svobodu a demokracii,holiday_name_Den ceske statnosti,holiday_name_Den osvobozeni,holiday_name_Den vzniku samostatneho ceskoslovenskeho statu,holiday_name_Easter Monday,holiday_name_Good Friday,holiday_name_Independent Hungary Day,holiday_name_International womens day,holiday_name_Jan Hus,holiday_name_Labour Day,holiday_name_Memorial Day for the Martyrs of Arad,holiday_name_Memorial Day for the Victims of the Communist Dictatorships,holiday_name_Memorial Day for the Victims of the Holocaust,holiday_name_Memorial Day of the Republic,holiday_name_National Defense Day,holiday_name_New Years Day,holiday_name_Peace Festival in Augsburg,holiday_name_Reformation Day,IS_OUTLIER
6875,Budapest_1,2022-11-20,0,0,0,0,Budapest_1_2022-11-20,5139.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6876,Budapest_1,2022-11-21,0,0,0,0,Budapest_1_2022-11-21,5405.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6877,Budapest_1,2022-11-22,0,0,0,0,Budapest_1_2022-11-22,5517.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6878,Budapest_1,2022-11-23,0,0,0,0,Budapest_1_2022-11-23,5759.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6879,Budapest_1,2022-11-24,0,0,0,0,Budapest_1_2022-11-24,5449.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6880,Budapest_1,2022-11-25,0,0,0,0,Budapest_1_2022-11-25,5900.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6881,Budapest_1,2022-11-26,0,0,0,0,Budapest_1_2022-11-26,5532.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6882,Budapest_1,2022-11-27,0,0,0,0,Budapest_1_2022-11-27,5097.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6883,Budapest_1,2022-11-28,0,0,0,0,Budapest_1_2022-11-28,5378.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6884,Budapest_1,2022-11-29,0,0,0,0,Budapest_1_2022-11-29,5488.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6885,Budapest_1,2022-11-30,0,0,0,0,Budapest_1_2022-11-30,5494.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6886,Budapest_1,2022-12-01,0,0,0,0,Budapest_1_2022-12-01,5670.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6887,Budapest_1,2022-12-02,0,0,0,0,Budapest_1_2022-12-02,6108.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6888,Budapest_1,2022-12-03,0,0,0,0,Budapest_1_2022-12-03,5879.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6889,Budapest_1,2022-12-04,0,0,0,0,Budapest_1_2022-12-04,5536.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6890,Budapest_1,2022-12-05,0,0,0,0,Budapest_1_2022-12-05,6188.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6891,Budapest_1,2022-12-06,0,0,0,0,Budapest_1_2022-12-06,5785.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6892,Budapest_1,2022-12-07,0,0,0,0,Budapest_1_2022-12-07,5874.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6893,Budapest_1,2022-12-08,0,0,0,0,Budapest_1_2022-12-08,6002.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6894,Budapest_1,2022-12-09,0,0,0,0,Budapest_1_2022-12-09,6390.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6895,Budapest_1,2022-12-10,0,0,0,0,Budapest_1_2022-12-10,6030.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6896,Budapest_1,2022-12-11,0,0,0,0,Budapest_1_2022-12-11,5706.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6897,Budapest_1,2022-12-12,0,0,0,0,Budapest_1_2022-12-12,5744.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6898,Budapest_1,2022-12-13,0,0,0,0,Budapest_1_2022-12-13,5830.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6899,Budapest_1,2022-12-14,0,0,0,0,Budapest_1_2022-12-14,6072.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6900,Budapest_1,2022-12-15,0,0,0,0,Budapest_1_2022-12-15,6069.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6901,Budapest_1,2022-12-16,0,0,0,0,Budapest_1_2022-12-16,6262.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6902,Budapest_1,2022-12-17,0,0,0,0,Budapest_1_2022-12-17,6100.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6903,Budapest_1,2022-12-18,0,0,0,0,Budapest_1_2022-12-18,5697.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6904,Budapest_1,2022-12-19,0,0,0,0,Budapest_1_2022-12-19,6270.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6905,Budapest_1,2022-12-20,0,0,0,0,Budapest_1_2022-12-20,6480.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6906,Budapest_1,2022-12-21,0,0,0,0,Budapest_1_2022-12-21,6873.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6907,Budapest_1,2022-12-22,0,0,0,0,Budapest_1_2022-12-22,7099.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6908,Budapest_1,2022-12-23,0,0,0,0,Budapest_1_2022-12-23,7318.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6909,Budapest_1,2022-12-24,1,0,0,0,Budapest_1_2022-12-24,4791.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6910,Budapest_1,2022-12-27,0,0,0,0,Budapest_1_2022-12-27,6189.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6911,Budapest_1,2022-12-28,0,0,0,0,Budapest_1_2022-12-28,5689.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6912,Budapest_1,2022-12-29,0,0,0,0,Budapest_1_2022-12-29,6310.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6913,Budapest_1,2022-12-30,0,0,0,0,Budapest_1_2022-12-30,6808.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6914,Budapest_1,2022-12-31,0,0,0,0,Budapest_1_2022-12-31,5337.0,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6915,Budapest_1,2023-01-02,0,0,0,0,Budapest_1_2023-01-02,5794.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6916,Budapest_1,2023-01-03,0,0,0,0,Budapest_1_2023-01-03,5718.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6917,Budapest_1,2023-01-04,0,0,0,0,Budapest_1_2023-01-04,5718.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6918,Budapest_1,2023-01-05,0,0,0,0,Budapest_1_2023-01-05,5973.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6919,Budapest_1,2023-01-06,0,0,0,0,Budapest_1_2023-01-06,6178.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6920,Budapest_1,2023-01-07,0,0,0,0,Budapest_1_2023-01-07,5668.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6921,Budapest_1,2023-01-08,0,0,0,0,Budapest_1_2023-01-08,5497.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6922,Budapest_1,2023-01-09,0,0,0,0,Budapest_1_2023-01-09,5743.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6923,Budapest_1,2023-01-10,0,0,0,0,Budapest_1_2023-01-10,5923.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6924,Budapest_1,2023-01-11,0,0,0,0,Budapest_1_2023-01-11,5644.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6925,Budapest_1,2023-01-12,0,0,0,0,Budapest_1_2023-01-12,5854.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6926,Budapest_1,2023-01-13,0,0,0,0,Budapest_1_2023-01-13,6258.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6927,Budapest_1,2023-01-14,0,0,0,0,Budapest_1_2023-01-14,5940.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6928,Budapest_1,2023-01-15,0,0,0,0,Budapest_1_2023-01-15,5505.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6929,Budapest_1,2023-01-16,0,0,0,0,Budapest_1_2023-01-16,5473.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6930,Budapest_1,2023-01-17,0,0,0,0,Budapest_1_2023-01-17,5784.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6931,Budapest_1,2023-01-18,0,0,0,0,Budapest_1_2023-01-18,5673.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6932,Budapest_1,2023-01-19,0,0,0,0,Budapest_1_2023-01-19,5684.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6933,Budapest_1,2023-01-20,0,0,0,0,Budapest_1_2023-01-20,6217.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6934,Budapest_1,2023-01-21,0,0,0,0,Budapest_1_2023-01-21,5917.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6935,Budapest_1,2023-01-22,0,0,0,0,Budapest_1_2023-01-22,5476.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6936,Budapest_1,2023-01-23,0,0,0,0,Budapest_1_2023-01-23,5557.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6937,Budapest_1,2023-01-24,0,0,0,0,Budapest_1_2023-01-24,5569.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6938,Budapest_1,2023-01-25,0,0,0,0,Budapest_1_2023-01-25,5620.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6939,Budapest_1,2023-01-26,0,0,0,0,Budapest_1_2023-01-26,5851.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6940,Budapest_1,2023-01-27,0,0,0,0,Budapest_1_2023-01-27,6301.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6941,Budapest_1,2023-01-28,0,0,0,0,Budapest_1_2023-01-28,5881.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6942,Budapest_1,2023-01-29,0,0,0,0,Budapest_1_2023-01-29,5329.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6943,Budapest_1,2023-01-30,0,0,0,0,Budapest_1_2023-01-30,5459.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6944,Budapest_1,2023-01-31,0,0,0,0,Budapest_1_2023-01-31,5495.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6945,Budapest_1,2023-02-01,0,0,0,0,Budapest_1_2023-02-01,5590.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
6946,Budapest_1,2023-02-02,0,0,0,0,Budapest_1_2023-02-02,5877.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6947,Budapest_1,2023-02-03,0,0,0,0,Budapest_1_2023-02-03,6283.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6948,Budapest_1,2023-02-04,0,0,0,0,Budapest_1_2023-02-04,6012.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6949,Budapest_1,2023-02-05,0,0,0,0,Budapest_1_2023-02-05,5825.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6950,Budapest_1,2023-02-06,0,0,0,0,Budapest_1_2023-02-06,5716.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6951,Budapest_1,2023-02-07,0,0,0,0,Budapest_1_2023-02-07,5685.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6952,Budapest_1,2023-02-08,0,0,0,0,Budapest_1_2023-02-08,5721.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6953,Budapest_1,2023-02-09,0,0,0,0,Budapest_1_2023-02-09,5797.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6954,Budapest_1,2023-02-10,0,0,0,0,Budapest_1_2023-02-10,6315.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6955,Budapest_1,2023-02-11,0,0,0,0,Budapest_1_2023-02-11,6070.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6956,Budapest_1,2023-02-12,0,0,0,0,Budapest_1_2023-02-12,5505.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6957,Budapest_1,2023-02-13,0,0,0,0,Budapest_1_2023-02-13,5764.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6958,Budapest_1,2023-02-14,0,0,0,0,Budapest_1_2023-02-14,5887.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6959,Budapest_1,2023-02-15,0,0,0,0,Budapest_1_2023-02-15,5470.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6960,Budapest_1,2023-02-16,0,0,0,0,Budapest_1_2023-02-16,5793.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6961,Budapest_1,2023-02-17,0,0,0,0,Budapest_1_2023-02-17,6291.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6962,Budapest_1,2023-02-18,0,0,0,0,Budapest_1_2023-02-18,5852.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6963,Budapest_1,2023-02-19,0,0,0,0,Budapest_1_2023-02-19,5492.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6964,Budapest_1,2023-02-20,0,0,0,0,Budapest_1_2023-02-20,5688.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6965,Budapest_1,2023-02-21,0,0,0,0,Budapest_1_2023-02-21,5593.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6966,Budapest_1,2023-02-22,0,0,0,0,Budapest_1_2023-02-22,5467.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6967,Budapest_1,2023-02-23,0,0,0,0,Budapest_1_2023-02-23,5623.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6968,Budapest_1,2023-02-24,0,0,0,0,Budapest_1_2023-02-24,6208.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6969,Budapest_1,2023-02-25,0,0,0,0,Budapest_1_2023-02-25,5897.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
6970,Budapest_1,2023-02-26,0,0,0,0,Budapest_1_2023-02-26,5331.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6971,Budapest_1,2023-02-27,0,0,0,0,Budapest_1_2023-02-27,5607.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6972,Budapest_1,2023-02-28,0,0,0,0,Budapest_1_2023-02-28,5514.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6973,Budapest_1,2023-03-01,0,0,0,0,Budapest_1_2023-03-01,5578.0,2023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
